iter	Logloss
512	0.2644305264
513	0.2643386396
514	0.2642481918
515	0.2640955065
516	0.2638943065
517	0.263774973
518	0.2636762461
519	0.2635930654
520	0.2634142171
521	0.2634047343
522	0.2631804677
523	0.263031216
524	0.263016031
525	0.2628812894
526	0.2628558631
527	0.2627228955
528	0.2624919958
529	0.2623982585
530	0.2622655165
531	0.2622595241
532	0.2621102855
533	0.2620714486
534	0.2619726139
535	0.261969506
536	0.2619207296
537	0.2617871487
538	0.2616458383
539	0.2615694576
540	0.2613921376
541	0.2613122528
542	0.2611792277
543	0.2610238905
544	0.2608910691
545	0.2607337107
546	0.2605569626
547	0.2604031599
548	0.2601586236
549	0.2599920649
550	0.2598843648
551	0.2595455973
552	0.2594411971
553	0.2593816503
554	0.2593743713
555	0.2592740116
556	0.2592173957
557	0.2591648094
558	0.2589579267
559	0.2587429425
560	0.25872088
561	0.2585037087
562	0.2583177001
563	0.2583078617
564	0.2582282414
565	0.2581827739
566	0.2581626343
567	0.257986839
568	0.2579346368
569	0.2578597435
570	0.2578557185
571	0.2576823158
572	0.2575728402
573	0.2575521743
574	0.257464447
575	0.2572811637
576	0.2572192505
577	0.2571000165
578	0.2570117983
579	0.2568471869
580	0.2567742473
581	0.2566733885
582	0.2565457987
583	0.2564498979
584	0.2562680975
585	0.2561945256
586	0.2561615254
587	0.2560653557
588	0.256007378
589	0.2558062749
590	0.2555425076
591	0.2554448603
592	0.2553595593
593	0.2552579975
594	0.2552541204
595	0.2550908869
596	0.2549041583
597	0.2547819769
598	0.2546546088
599	0.2546355561
600	0.2545602234
601	0.2545375047
602	0.2543154249
603	0.2541860394
604	0.2540060844
605	0.2539506592
606	0.2538697873
607	0.2537244215
608	0.2535628639
609	0.2535023781
610	0.2533567762
611	0.2532444027
612	0.2531346696
613	0.253048441
614	0.2529348895
615	0.2527258737
616	0.2526079612
617	0.2524635418
618	0.2523562691
619	0.2522695547
620	0.252154811
621	0.2520253068
622	0.2520218871
623	0.2518818829
624	0.251667105
625	0.2515336154
626	0.2514159209
627	0.2512831043
628	0.2512076866
629	0.2510520222
630	0.2508524357
631	0.2508271423
632	0.2507749483
633	0.2506676945
634	0.2506117232
635	0.2505806497
636	0.2504468197
637	0.2502680474
638	0.2502253951
639	0.2501319163
640	0.2500698857
641	0.2499556687
642	0.2498432634
643	0.2498108049
644	0.2497049852
645	0.249617864
646	0.2495931269
647	0.2495465159
648	0.249459946
649	0.2493880176
650	0.2493181523
651	0.2492654357
652	0.2491296463
653	0.2490769195
654	0.248924402
655	0.2487928278
656	0.2486156372
657	0.2485940632
658	0.2484120581
659	0.2483135137
660	0.2480533498
661	0.2480055046
662	0.2478659382
663	0.2478421139
664	0.2478182452
665	0.2475961308
666	0.2474744508
667	0.2473140204
668	0.2472073458
669	0.2470841798
670	0.2469548973
671	0.2468742058
672	0.2468525945
673	0.246843961
674	0.2467058443
675	0.2466817759
676	0.2466701837
677	0.2464879443
678	0.2463226207
679	0.2462097539
680	0.2461776293
681	0.2461761265
682	0.2461007299
683	0.2459050258
684	0.2458813372
685	0.2458395074
686	0.2458268637
687	0.2456425764
688	0.2455411669
689	0.2453879428
690	0.2450760618
691	0.2449873164
692	0.244846423
693	0.2446843961
694	0.2445837573
695	0.244486615
696	0.2443226017
697	0.2441353539
698	0.2440008346
699	0.2439736802
700	0.2439195068
701	0.243908736
702	0.2438972736
703	0.2436999633
704	0.2435508739
705	0.243445621
706	0.243330716
707	0.2431837984
708	0.2431242465
709	0.2429482703
710	0.2429437413
711	0.2428171702
712	0.2427906555
713	0.2425769222
714	0.2424594558
715	0.2424276267
716	0.2423183548
717	0.2423086065
718	0.2422110328
719	0.2421705053
720	0.2421033105
721	0.2420081741
722	0.241851654
723	0.2417669664
724	0.2417287668
725	0.2416373925
726	0.2415643555
727	0.2414270288
728	0.2413931837
729	0.2412665993
730	0.2412326475
731	0.2412257099
732	0.2410434859
733	0.2409855263
734	0.2409095971
735	0.2408308775
736	0.2407450359
737	0.2406567737
738	0.2406485635
739	0.2405325102
740	0.2404370476
741	0.2404349094
742	0.2403691966
743	0.2401432849
744	0.2399861125
745	0.2398500413
746	0.2396800224
747	0.2395410087
748	0.2394537183
749	0.2393199669
750	0.2391743461
751	0.2390282393
752	0.2389043357
753	0.2388512307
754	0.2386737387
755	0.2386582057
756	0.2379385702
757	0.2379210187
758	0.2377967395
759	0.2376553098
760	0.2375914041
761	0.2375265405
762	0.2375203181
763	0.2373679932
764	0.2373289949
765	0.2372207919
766	0.2372191571
767	0.2370861992
768	0.2370019777
769	0.2369700209
770	0.2367645774
771	0.236591129
772	0.2365744183
773	0.2365672297
774	0.2365571437
775	0.236516871
776	0.2363662031
777	0.236337699
778	0.236260545
779	0.2361306979
780	0.2359568228
781	0.2359430728
782	0.2358459305
783	0.2357530834
784	0.2357477534
785	0.235682979
786	0.2355250821
787	0.2354554306
788	0.235309845
789	0.235165935
790	0.2351398351
791	0.2350076428
792	0.2349714931
793	0.234959329
794	0.2347837562
795	0.2347282595
796	0.2347155282
797	0.2345657432
798	0.234450561
799	0.2343500846
800	0.2342314724
801	0.2339501282
802	0.2338449178
803	0.2338359719
804	0.233705908
805	0.2336700939
806	0.233617017
807	0.2335975651
808	0.2333942577
809	0.2332716732
810	0.2332371578
811	0.2330999139
812	0.2330296568
813	0.2328718801
814	0.2328288023
815	0.2328218002
816	0.2328094339
817	0.2327421666
818	0.232733774
819	0.2325500086
820	0.2325424738
821	0.2324906348
822	0.2324192181
823	0.2323776705
824	0.232369599
825	0.2321994192
826	0.2321225958
827	0.2320269996
828	0.2320049608
829	0.2319141213
830	0.2317805041
831	0.2316101936
832	0.2314562892
833	0.2314123387
834	0.231349726
835	0.2312234353
836	0.2310858997
837	0.2309732309
838	0.230930929
839	0.2307833738
840	0.2307098235
841	0.2305903867
842	0.2304843621
843	0.2304294376
844	0.2303448238
845	0.2302849437
846	0.2302406636
847	0.2300464085
848	0.2299304456
849	0.2298656326
850	0.2298377673
851	0.2296701075
852	0.2295003
853	0.2294595759
854	0.2294307721
855	0.2293369799
856	0.2292782137
857	0.2292675079
858	0.2291365094
859	0.2291015566
860	0.2290542024
861	0.2289847175
862	0.2289472548
863	0.2289069821
864	0.2287879393
865	0.2286555536
866	0.2285207676
867	0.2284119692
868	0.2282772028
869	0.2280273837
870	0.2280249728
871	0.2278903353
872	0.227737245
873	0.2276924794
874	0.227686272
875	0.2276259436
876	0.2276146083
877	0.2275161827
878	0.2273952359
879	0.2273394695
880	0.2272446407
881	0.227189082
882	0.227123843
883	0.2271089885
884	0.2270686309
885	0.2269304462
886	0.2268590009
887	0.2268040049
888	0.2267365745
889	0.2267204934
890	0.2265972617
891	0.2264714904
892	0.2263791226
893	0.226295276
894	0.2262818597
895	0.2261173539
896	0.2259458227
897	0.2258370925
898	0.2256524959
899	0.2255269998
900	0.2253732609
901	0.2253078712
902	0.2252483072
903	0.2251649738
904	0.225152234
905	0.2250173233
906	0.2249574617
907	0.2248654627
908	0.2247419561
909	0.2246203262
910	0.2245060393
911	0.224408499
912	0.2243945683
913	0.2242545483
914	0.2241311642
915	0.2240278983
916	0.2238561667
917	0.2237705121
918	0.2237454568
919	0.223606127
920	0.2234633579
921	0.2233567975
922	0.223243438
923	0.2231103153
924	0.2230130042
925	0.2228791896
926	0.2228553088
927	0.2227864169
928	0.2227070102
929	0.2226578358
930	0.2225435761
931	0.2224240828
932	0.2223183237
933	0.2222209752
934	0.2221085235
935	0.2220427313
936	0.2220281815
937	0.2220046181
938	0.2218903154
939	0.2217597631
940	0.2217462501
941	0.2216074179
942	0.2214637508
943	0.2214497211
944	0.2213993127
945	0.2212721557
946	0.2212237094
947	0.2212210714
948	0.2211295083
949	0.221118419
950	0.2209759561
951	0.2209262007
952	0.2209101875
953	0.220776292
954	0.2206783193
955	0.2206717582
956	0.2205547102
957	0.2204611881
958	0.2204277387
959	0.2203257284
960	0.2201801734
961	0.2200546907
962	0.2200273697
963	0.2199207456
964	0.2199101394
965	0.219792986
966	0.2197533368
967	0.2196849304
968	0.2195973374
969	0.2195473521
970	0.2194643874
971	0.2193824508
972	0.219366921
973	0.2192419598
974	0.2192086571
975	0.219087407
976	0.2190069965
977	0.2189993163
978	0.2189502431
979	0.2188304826
980	0.2187297467
981	0.2186742315
982	0.2186514203
983	0.2186111486
984	0.2184716205
985	0.218401474
986	0.2183816997
987	0.2182233607
988	0.2181965464
989	0.2181523913
990	0.2181499216
991	0.2181034684
992	0.2180079228
993	0.2179973432
994	0.2178407644
995	0.2177874677
996	0.2176479884
997	0.2175739552
998	0.2174344617
999	0.2172891966
